시간,연도,연휴,sphlDfttCode,sphlDfttScopTypeNm,sphlDfttScopTypeCode,출발지,도착지,소요시간(분)
20,2021,설날,2,D+3,7,서울,부산,285.816
21,2021,설날,2,D+3,7,서울,부산,278.666
0,2021,추석,3,D-3,1,서울,부산,257.0415
1,2021,추석,3,D-3,1,서울,부산,260.9995
2,2021,추석,3,D-3,1,서울,부산,259.4245
3,2021,추석,3,D-3,1,서울,부산,253.7415
4,2021,추석,3,D-3,1,서울,부산,254.716
5,2021,추석,3,D-3,1,서울,부산,262.1495
6,2021,추석,3,D-3,1,서울,부산,276.0745
7,2021,추석,3,D-3,1,서울,부산,294.591
8,2021,추석,3,D-3,1,서울,부산,292.133
9,2021,추석,3,D-3,1,서울,부산,302.983
10,2021,추석,3,D-3,1,서울,부산,322.025
11,2021,추석,3,D-3,1,서울,부산,348.4216666666666
12,2021,추석,3,D-3,1,서울,부산,345.41633333333334
13,2021,추석,3,D-3,1,서울,부산,352.6443333333333
14,2021,추석,3,D-3,1,서울,부산,358.8773333333333
15,2021,추석,3,D-3,1,서울,부산,359.2826666666666
16,2021,추석,3,D-3,1,서울,부산,345.61633333333333
17,2021,추석,3,D-3,1,서울,부산,353.78725
18,2021,추석,3,D-3,1,서울,부산,345.937
19,2021,추석,3,D-3,1,서울,부산,341.2163333333333
20,2021,추석,3,D-3,1,서울,부산,357.391
21,2021,추석,3,D-3,1,서울,부산,348.308
22,2021,추석,3,D-3,1,서울,부산,340.375
23,2021,추석,3,D-3,1,서울,부산,324.8245
0,2021,추석,3,D-2,2,서울,부산,290.9
1,2021,추석,3,D-2,2,서울,부산,277.3665
2,2021,추석,3,D-2,2,서울,부산,264.1216666666666
3,2021,추석,3,D-2,2,서울,부산,268.2663333333333
4,2021,추석,3,D-2,2,서울,부산,266.56066666666663
5,2021,추석,3,D-2,2,서울,부산,307.14966666666663
6,2021,추석,3,D-2,2,서울,부산,293.872
7,2021,추석,3,D-2,2,서울,부산,289.944
8,2021,추석,3,D-2,2,서울,부산,293.35
9,2021,추석,3,D-2,2,서울,부산,300.8415
10,2021,추석,3,D-2,2,서울,부산,309.433
11,2021,추석,3,D-2,2,서울,부산,323.833
12,2021,추석,3,D-2,2,서울,부산,332.2495
13,2021,추석,3,D-2,2,서울,부산,343.5995
14,2021,추석,3,D-2,2,서울,부산,346.891
15,2021,추석,3,D-2,2,서울,부산,374.52166666666665
16,2021,추석,3,D-2,2,서울,부산,341.9665
17,2021,추석,3,D-2,2,서울,부산,341.8415
18,2021,추석,3,D-2,2,서울,부산,344.958
19,2021,추석,3,D-2,2,서울,부산,335.5915
20,2021,추석,3,D-2,2,서울,부산,368.25
21,2021,추석,3,D-2,2,서울,부산,345.466
22,2021,추석,3,D-2,2,서울,부산,381.3165
23,2021,추석,3,D-2,2,서울,부산,312.3
0,2021,추석,3,D-1,3,서울,부산,228.716
1,2021,추석,3,D-1,3,서울,부산,240.875
2,2021,추석,3,D-1,3,서울,부산,243.633
3,2021,추석,3,D-1,3,서울,부산,242.0165
4,2021,추석,3,D-1,3,서울,부산,254.07766666666663
5,2021,추석,3,D-1,3,서울,부산,248.641
6,2021,추석,3,D-1,3,서울,부산,251.1495
7,2021,추석,3,D-1,3,서울,부산,255.8245
8,2021,추석,3,D-1,3,서울,부산,261.233
9,2021,추석,3,D-1,3,서울,부산,275.872
10,2021,추석,3,D-1,3,서울,부산,288.558
11,2021,추석,3,D-1,3,서울,부산,294.608
12,2021,추석,3,D-1,3,서울,부산,296.066
13,2021,추석,3,D-1,3,서울,부산,295.425
14,2021,추석,3,D-1,3,서울,부산,296.583
15,2021,추석,3,D-1,3,서울,부산,297.0495
16,2021,추석,3,D-1,3,서울,부산,303.2165
17,2021,추석,3,D-1,3,서울,부산,298.9915
18,2021,추석,3,D-1,3,서울,부산,287.533
19,2021,추석,3,D-1,3,서울,부산,274.0245
20,2021,추석,3,D-1,3,서울,부산,264.8665
21,2021,추석,3,D-1,3,서울,부산,264.5
22,2021,추석,3,D-1,3,서울,부산,274.6
23,2021,추석,3,D-1,3,서울,부산,246.266
0,2021,추석,3,D,4,서울,부산,219.458
1,2021,추석,3,D,4,서울,부산,239.0665
2,2021,추석,3,D,4,서울,부산,248.5165
3,2021,추석,3,D,4,서울,부산,271.52875
4,2021,추석,3,D,4,서울,부산,252.408
5,2021,추석,3,D,4,서울,부산,267.88866666666667
6,2021,추석,3,D,4,서울,부산,282.194
7,2021,추석,3,D,4,서울,부산,290.625
8,2021,추석,3,D,4,서울,부산,303.416
9,2021,추석,3,D,4,서울,부산,294.8745
10,2021,추석,3,D,4,서울,부산,301.0
11,2021,추석,3,D,4,서울,부산,326.558
12,2021,추석,3,D,4,서울,부산,345.9995
13,2021,추석,3,D,4,서울,부산,348.42766666666665
14,2021,추석,3,D,4,서울,부산,369.9495
15,2021,추석,3,D,4,서울,부산,359.2415
16,2021,추석,3,D,4,서울,부산,345.858
17,2021,추석,3,D,4,서울,부산,337.7245
18,2021,추석,3,D,4,서울,부산,327.9995
19,2021,추석,3,D,4,서울,부산,319.0333333333333
20,2021,추석,3,D,4,서울,부산,348.916
21,2021,추석,3,D,4,서울,부산,303.5
22,2021,추석,3,D,4,서울,부산,286.183
23,2021,추석,3,D,4,서울,부산,279.633
0,2021,추석,3,D+1,5,서울,부산,269.3
1,2021,추석,3,D+1,5,서울,부산,266.283
2,2021,추석,3,D+1,5,서울,부산,263.25
3,2021,추석,3,D+1,5,서울,부산,256.383
4,2021,추석,3,D+1,5,서울,부산,265.983
5,2021,추석,3,D+1,5,서울,부산,240.2995
6,2021,추석,3,D+1,5,서울,부산,237.783
7,2021,추석,3,D+1,5,서울,부산,268.016
8,2021,추석,3,D+1,5,서울,부산,242.083
9,2021,추석,3,D+1,5,서울,부산,248.358
10,2021,추석,3,D+1,5,서울,부산,247.9995
11,2021,추석,3,D+1,5,서울,부산,259.866
12,2021,추석,3,D+1,5,서울,부산,262.16633333333334
13,2021,추석,3,D+1,5,서울,부산,266.358
14,2021,추석,3,D+1,5,서울,부산,270.541
15,2021,추석,3,D+1,5,서울,부산,273.558
16,2021,추석,3,D+1,5,서울,부산,258.74966666666666
17,2021,추석,3,D+1,5,서울,부산,276.816
18,2021,추석,3,D+1,5,서울,부산,269.5415
19,2021,추석,3,D+1,5,서울,부산,267.333
20,2021,추석,3,D+1,5,서울,부산,250.208
21,2021,추석,3,D+1,5,서울,부산,277.483
22,2021,추석,3,D+1,5,서울,부산,270.683
23,2021,추석,3,D+1,5,서울,부산,263.866
0,2021,추석,3,D+2,6,서울,부산,225.483
5,2021,추석,3,D+2,6,서울,부산,
6,2021,추석,3,D+2,6,서울,부산,227.116
7,2021,추석,3,D+2,6,서울,부산,236.983
8,2021,추석,3,D+2,6,서울,부산,218.4
9,2021,추석,3,D+2,6,서울,부산,215.458
10,2021,추석,3,D+2,6,서울,부산,225.9495
11,2021,추석,3,D+2,6,서울,부산,236.3245
12,2021,추석,3,D+2,6,서울,부산,240.983
13,2021,추석,3,D+2,6,서울,부산,243.108
14,2021,추석,3,D+2,6,서울,부산,249.094
15,2021,추석,3,D+2,6,서울,부산,259.14966666666663
16,2021,추석,3,D+2,6,서울,부산,263.1665
17,2021,추석,3,D+2,6,서울,부산,243.616
18,2021,추석,3,D+2,6,서울,부산,254.216
19,2021,추석,3,D+2,6,서울,부산,256.516
20,2021,추석,3,D+2,6,서울,부산,258.8
21,2021,추석,3,D+2,6,서울,부산,265.433
22,2021,추석,3,D+2,6,서울,부산,300.65
0,2021,추석,3,D+3,7,서울,부산,233.333
1,2021,추석,3,D+3,7,서울,부산,293.716
2,2021,추석,3,D+3,7,서울,부산,281.9
3,2021,추석,3,D+3,7,서울,부산,270.1
4,2021,추석,3,D+3,7,서울,부산,258.283
5,2021,추석,3,D+3,7,서울,부산,246.466
6,2021,추석,3,D+3,7,서울,부산,253.183
7,2021,추석,3,D+3,7,서울,부산,266.566
8,2021,추석,3,D+3,7,서울,부산,269.316
9,2021,추석,3,D+3,7,서울,부산,266.5495
10,2021,추석,3,D+3,7,서울,부산,264.2165
11,2021,추석,3,D+3,7,서울,부산,269.641
12,2021,추석,3,D+3,7,서울,부산,271.266
13,2021,추석,3,D+3,7,서울,부산,266.3415
14,2021,추석,3,D+3,7,서울,부산,263.083
15,2021,추석,3,D+3,7,서울,부산,272.441
16,2021,추석,3,D+3,7,서울,부산,271.983
17,2021,추석,3,D+3,7,서울,부산,279.772
18,2021,추석,3,D+3,7,서울,부산,277.775
19,2021,추석,3,D+3,7,서울,부산,286.816
20,2021,추석,3,D+3,7,서울,부산,301.116
21,2021,추석,3,D+3,7,서울,부산,315.433
22,2021,추석,3,D+3,7,서울,부산,329.733
0,2022,연말연시,1,D,4,서울,부산,242.333
1,2022,연말연시,1,D,4,서울,부산,245.0665
2,2022,연말연시,1,D,4,서울,부산,241.8995
3,2022,연말연시,1,D,4,서울,부산,244.258
4,2022,연말연시,1,D,4,서울,부산,245.5745
5,2022,연말연시,1,D,4,서울,부산,250.333
6,2022,연말연시,1,D,4,서울,부산,252.0415
7,2022,연말연시,1,D,4,서울,부산,250.2745
8,2022,연말연시,1,D,4,서울,부산,248.5
9,2022,연말연시,1,D,4,서울,부산,255.833
10,2022,연말연시,1,D,4,서울,부산,260.1745
11,2022,연말연시,1,D,4,서울,부산,271.1995
12,2022,연말연시,1,D,4,서울,부산,266.6415
13,2022,연말연시,1,D,4,서울,부산,261.4415
14,2022,연말연시,1,D,4,서울,부산,258.508
15,2022,연말연시,1,D,4,서울,부산,269.475
16,2022,연말연시,1,D,4,서울,부산,271.608
17,2022,연말연시,1,D,4,서울,부산,270.766
18,2022,연말연시,1,D,4,서울,부산,270.3745
19,2022,연말연시,1,D,4,서울,부산,271.533
20,2022,연말연시,1,D,4,서울,부산,267.783
21,2022,연말연시,1,D,4,서울,부산,274.583
22,2022,연말연시,1,D,4,서울,부산,271.0
23,2022,연말연시,1,D,4,서울,부산,267.416
0,2022,연말연시,1,D+1,5,서울,부산,212.483
1,2022,연말연시,1,D+1,5,서울,부산,265.4995
2,2022,연말연시,1,D+1,5,서울,부산,255.2915
3,2022,연말연시,1,D+1,5,서울,부산,266.9915
4,2022,연말연시,1,D+1,5,서울,부산,278.683
5,2022,연말연시,1,D+1,5,서울,부산,290.3745
6,2022,연말연시,1,D+1,5,서울,부산,301.816
7,2022,연말연시,1,D+1,5,서울,부산,290.766
8,2022,연말연시,1,D+1,5,서울,부산,290.3665
9,2022,연말연시,1,D+1,5,서울,부산,282.183
10,2022,연말연시,1,D+1,5,서울,부산,269.4665
11,2022,연말연시,1,D+1,5,서울,부산,270.958
12,2022,연말연시,1,D+1,5,서울,부산,270.958
13,2022,연말연시,1,D+1,5,서울,부산,270.9495
14,2022,연말연시,1,D+1,5,서울,부산,266.033
15,2022,연말연시,1,D+1,5,서울,부산,263.8165
16,2022,연말연시,1,D+1,5,서울,부산,267.075
17,2022,연말연시,1,D+1,5,서울,부산,268.6665
18,2022,연말연시,1,D+1,5,서울,부산,265.283
19,2022,연말연시,1,D+1,5,서울,부산,258.9915
20,2022,연말연시,1,D+1,5,서울,부산,255.616
21,2022,연말연시,1,D+1,5,서울,부산,263.616
22,2022,연말연시,1,D+1,5,서울,부산,258.433
23,2022,연말연시,1,D+1,5,서울,부산,253.233
0,2022,연말연시,1,D+2,6,서울,부산,237.3
1,2022,연말연시,1,D+2,6,서울,부산,238.266
2,2022,연말연시,1,D+2,6,서울,부산,236.1915
3,2022,연말연시,1,D+2,6,서울,부산,244.566
4,2022,연말연시,1,D+2,6,서울,부산,243.1995
5,2022,연말연시,1,D+2,6,서울,부산,247.525
6,2022,연말연시,1,D+2,6,서울,부산,239.3
7,2022,연말연시,1,D+2,6,서울,부산,274.85
8,2022,연말연시,1,D+2,6,서울,부산,262.45
9,2022,연말연시,1,D+2,6,서울,부산,265.9245
10,2022,연말연시,1,D+2,6,서울,부산,280.066
11,2022,연말연시,1,D+2,6,서울,부산,271.8245
12,2022,연말연시,1,D+2,6,서울,부산,274.6245
13,2022,연말연시,1,D+2,6,서울,부산,264.5415
14,2022,연말연시,1,D+2,6,서울,부산,263.1495
15,2022,연말연시,1,D+2,6,서울,부산,271.7745
16,2022,연말연시,1,D+2,6,서울,부산,260.11633333333333
17,2022,연말연시,1,D+2,6,서울,부산,274.1165
18,2022,연말연시,1,D+2,6,서울,부산,264.483
19,2022,연말연시,1,D+2,6,서울,부산,266.033
20,2022,연말연시,1,D+2,6,서울,부산,263.158
21,2022,연말연시,1,D+2,6,서울,부산,271.833
22,2022,연말연시,1,D+2,6,서울,부산,275.333
0,2022,연말연시,1,D+3,7,서울,부산,227.5
1,2022,연말연시,1,D+3,7,서울,부산,198.65
2,2022,연말연시,1,D+3,7,서울,부산,203.4
3,2022,연말연시,1,D+3,7,서울,부산,279.8415
4,2022,연말연시,1,D+3,7,서울,부산,213.116
5,2022,연말연시,1,D+3,7,서울,부산,
6,2022,연말연시,1,D+3,7,서울,부산,319.866
9,2022,연말연시,1,D+3,7,서울,부산,312.2443333333333
10,2022,연말연시,1,D+3,7,서울,부산,290.95
11,2022,연말연시,1,D+3,7,서울,부산,304.658
12,2022,연말연시,1,D+3,7,서울,부산,281.933
13,2022,연말연시,1,D+3,7,서울,부산,256.5665
14,2022,연말연시,1,D+3,7,서울,부산,270.033
15,2022,연말연시,1,D+3,7,서울,부산,253.51066666666665
16,2022,연말연시,1,D+3,7,서울,부산,259.52733333333333
17,2022,연말연시,1,D+3,7,서울,부산,255.56066666666663
18,2022,연말연시,1,D+3,7,서울,부산,257.3665
19,2022,연말연시,1,D+3,7,서울,부산,247.36066666666665
20,2022,연말연시,1,D+3,7,서울,부산,249.483
21,2022,연말연시,1,D+3,7,서울,부산,249.5
22,2022,연말연시,1,D+3,7,서울,부산,256.033
23,2022,연말연시,1,D+3,7,서울,부산,253.433
0,2022,설날,2,D-3,1,서울,부산,303.3415
1,2022,설날,2,D-3,1,서울,부산,290.8995
2,2022,설날,2,D-3,1,서울,부산,274.8665
3,2022,설날,2,D-3,1,서울,부산,268.308
4,2022,설날,2,D-3,1,서울,부산,265.558
5,2022,설날,2,D-3,1,서울,부산,264.691
6,2022,설날,2,D-3,1,서울,부산,295.983
7,2022,설날,2,D-3,1,서울,부산,265.441
8,2022,설날,2,D-3,1,서울,부산,277.4495
9,2022,설날,2,D-3,1,서울,부산,306.822
10,2022,설날,2,D-3,1,서울,부산,296.5443333333333
11,2022,설날,2,D-3,1,서울,부산,305.161
12,2022,설날,2,D-3,1,서울,부산,313.2495
13,2022,설날,2,D-3,1,서울,부산,309.508
14,2022,설날,2,D-3,1,서울,부산,326.1995
15,2022,설날,2,D-3,1,서울,부산,328.64975
16,2022,설날,2,D-3,1,서울,부산,315.8915
17,2022,설날,2,D-3,1,서울,부산,326.09125
18,2022,설날,2,D-3,1,서울,부산,296.55
19,2022,설날,2,D-3,1,서울,부산,288.766
20,2022,설날,2,D-3,1,서울,부산,302.5553333333333
21,2022,설날,2,D-3,1,서울,부산,297.816
22,2022,설날,2,D-3,1,서울,부산,290.55
23,2022,설날,2,D-3,1,서울,부산,322.708
0,2022,설날,2,D-2,2,서울,부산,246.73266666666663
1,2022,설날,2,D-2,2,서울,부산,245.28866666666664
2,2022,설날,2,D-2,2,서울,부산,251.38833333333332
3,2022,설날,2,D-2,2,서울,부산,265.6165
4,2022,설날,2,D-2,2,서울,부산,263.2495
5,2022,설날,2,D-2,2,서울,부산,266.4745
6,2022,설날,2,D-2,2,서울,부산,278.32733333333334
7,2022,설날,2,D-2,2,서울,부산,274.558
8,2022,설날,2,D-2,2,서울,부산,275.8
9,2022,설날,2,D-2,2,서울,부산,284.1915
10,2022,설날,2,D-2,2,서울,부산,284.108
11,2022,설날,2,D-2,2,서울,부산,295.461
12,2022,설날,2,D-2,2,서울,부산,316.575
13,2022,설날,2,D-2,2,서울,부산,316.7245
14,2022,설날,2,D-2,2,서울,부산,326.675
15,2022,설날,2,D-2,2,서울,부산,328.7665
16,2022,설날,2,D-2,2,서울,부산,331.441
17,2022,설날,2,D-2,2,서울,부산,337.041
18,2022,설날,2,D-2,2,서울,부산,330.183
19,2022,설날,2,D-2,2,서울,부산,330.158
20,2022,설날,2,D-2,2,서울,부산,321.933
21,2022,설날,2,D-2,2,서울,부산,351.2
22,2022,설날,2,D-2,2,서울,부산,347.566
23,2022,설날,2,D-2,2,서울,부산,331.3
0,2022,설날,2,D-1,3,서울,부산,254.6245
1,2022,설날,2,D-1,3,서울,부산,252.433
2,2022,설날,2,D-1,3,서울,부산,299.22766666666666
3,2022,설날,2,D-1,3,서울,부산,246.1415
4,2022,설날,2,D-1,3,서울,부산,242.716
5,2022,설날,2,D-1,3,서울,부산,245.508
6,2022,설날,2,D-1,3,서울,부산,249.708
7,2022,설날,2,D-1,3,서울,부산,253.1915
8,2022,설날,2,D-1,3,서울,부산,256.8415
9,2022,설날,2,D-1,3,서울,부산,264.791
10,2022,설날,2,D-1,3,서울,부산,276.933
11,2022,설날,2,D-1,3,서울,부산,280.9495
12,2022,설날,2,D-1,3,서울,부산,271.7745
13,2022,설날,2,D-1,3,서울,부산,282.7415
14,2022,설날,2,D-1,3,서울,부산,282.558
15,2022,설날,2,D-1,3,서울,부산,278.3745
16,2022,설날,2,D-1,3,서울,부산,274.158
17,2022,설날,2,D-1,3,서울,부산,277.9745
18,2022,설날,2,D-1,3,서울,부산,280.275
19,2022,설날,2,D-1,3,서울,부산,280.083
20,2022,설날,2,D-1,3,서울,부산,258.25
21,2022,설날,2,D-1,3,서울,부산,254.316
22,2022,설날,2,D-1,3,서울,부산,257.216
23,2022,설날,2,D-1,3,서울,부산,261.233
0,2022,설날,2,D,4,서울,부산,246.766
1,2022,설날,2,D,4,서울,부산,279.083
2,2022,설날,2,D,4,서울,부산,285.45
3,2022,설날,2,D,4,서울,부산,283.691
4,2022,설날,2,D,4,서울,부산,284.5995
5,2022,설날,2,D,4,서울,부산,284.5245
6,2022,설날,2,D,4,서울,부산,284.4415
7,2022,설날,2,D,4,서울,부산,279.033
8,2022,설날,2,D,4,서울,부산,278.35
9,2022,설날,2,D,4,서울,부산,273.941
10,2022,설날,2,D,4,서울,부산,281.0915
11,2022,설날,2,D,4,서울,부산,286.8
12,2022,설날,2,D,4,서울,부산,292.833
13,2022,설날,2,D,4,서울,부산,298.64966666666663
14,2022,설날,2,D,4,서울,부산,291.2415
15,2022,설날,2,D,4,서울,부산,284.716
16,2022,설날,2,D,4,서울,부산,284.375
17,2022,설날,2,D,4,서울,부산,280.7165
18,2022,설날,2,D,4,서울,부산,295.322
19,2022,설날,2,D,4,서울,부산,311.5
20,2022,설날,2,D,4,서울,부산,288.966
21,2022,설날,2,D,4,서울,부산,269.216
22,2022,설날,2,D,4,서울,부산,262.85
23,2022,설날,2,D,4,서울,부산,279.15
0,2022,설날,2,D+1,5,서울,부산,237.55
1,2022,설날,2,D+1,5,서울,부산,244.233
2,2022,설날,2,D+1,5,서울,부산,
3,2022,설날,2,D+1,5,서울,부산,
6,2022,설날,2,D+1,5,서울,부산,243.2
7,2022,설날,2,D+1,5,서울,부산,235.2
8,2022,설날,2,D+1,5,서울,부산,239.133
9,2022,설날,2,D+1,5,서울,부산,257.86066666666665
10,2022,설날,2,D+1,5,서울,부산,329.65375
11,2022,설날,2,D+1,5,서울,부산,420.17075
12,2022,설날,2,D+1,5,서울,부산,438.2053333333333
13,2022,설날,2,D+1,5,서울,부산,415.8666666666666
14,2022,설날,2,D+1,5,서울,부산,400.4443333333333
15,2022,설날,2,D+1,5,서울,부산,382.333
16,2022,설날,2,D+1,5,서울,부산,359.03866666666664
17,2022,설날,2,D+1,5,서울,부산,270.6745
18,2022,설날,2,D+1,5,서울,부산,266.533
19,2022,설날,2,D+1,5,서울,부산,262.3745
20,2022,설날,2,D+1,5,서울,부산,265.783
21,2022,설날,2,D+1,5,서울,부산,261.25
22,2022,설날,2,D+1,5,서울,부산,248.633
0,2022,설날,2,D+2,6,서울,부산,324.066
4,2022,설날,2,D+2,6,서울,부산,286.883
5,2022,설날,2,D+2,6,서울,부산,285.1
6,2022,설날,2,D+2,6,서울,부산,284.25
7,2022,설날,2,D+2,6,서울,부산,286.183
8,2022,설날,2,D+2,6,서울,부산,287.508
9,2022,설날,2,D+2,6,서울,부산,288.3053333333333
10,2022,설날,2,D+2,6,서울,부산,288.3415
11,2022,설날,2,D+2,6,서울,부산,282.525
12,2022,설날,2,D+2,6,서울,부산,268.9053333333333
13,2022,설날,2,D+2,6,서울,부산,256.88866666666667
14,2022,설날,2,D+2,6,서울,부산,286.85825
15,2022,설날,2,D+2,6,서울,부산,252.133
16,2022,설날,2,D+2,6,서울,부산,257.07766666666663
17,2022,설날,2,D+2,6,서울,부산,248.95533333333333
18,2022,설날,2,D+2,6,서울,부산,260.816
19,2022,설날,2,D+2,6,서울,부산,238.258
20,2022,설날,2,D+2,6,서울,부산,241.4
21,2022,설날,2,D+2,6,서울,부산,244.6
0,2022,설날,2,D+3,7,서울,부산,
1,2022,설날,2,D+3,7,서울,부산,222.166
2,2022,설날,2,D+3,7,서울,부산,234.6663333333333
3,2022,설날,2,D+3,7,서울,부산,218.7415
4,2022,설날,2,D+3,7,서울,부산,222.3995
5,2022,설날,2,D+3,7,서울,부산,252.133
6,2022,설날,2,D+3,7,서울,부산,238.411
7,2022,설날,2,D+3,7,서울,부산,234.608
8,2022,설날,2,D+3,7,서울,부산,240.341
9,2022,설날,2,D+3,7,서울,부산,245.6495
10,2022,설날,2,D+3,7,서울,부산,255.572
11,2022,설날,2,D+3,7,서울,부산,259.291
12,2022,설날,2,D+3,7,서울,부산,258.208
13,2022,설날,2,D+3,7,서울,부산,266.058
14,2022,설날,2,D+3,7,서울,부산,265.0495
15,2022,설날,2,D+3,7,서울,부산,259.366
16,2022,설날,2,D+3,7,서울,부산,260.183
17,2022,설날,2,D+3,7,서울,부산,267.908
18,2022,설날,2,D+3,7,서울,부산,267.3495
19,2022,설날,2,D+3,7,서울,부산,265.2665
20,2022,설날,2,D+3,7,서울,부산,271.666
21,2022,설날,2,D+3,7,서울,부산,270.85
22,2022,설날,2,D+3,7,서울,부산,270.016
23,2022,설날,2,D+3,7,서울,부산,262.616
